Rank	Score	Type	ID	Name	Description
7683	-30.46	cp	BRD-A43974575	tranylcypromine	Monoamine oxidase inhibitor
7685	-30.51	cp	BRD-K32536677	AGK-2	SIRT inhibitor
7690	-30.72	cp	BRD-A13807286	HA-14-1	BCL inhibitor
7695	-31	cp	BRD-K99696746	fatostatin	SREBP inhibitor
7698	-31.14	cp	BRD-K59637651	NSC-119889	Protein synthesis inhibitor
7700	-31.19	cp	BRD-K61951118	FG-7142	GABA benzodiazepine site receptor inverse agonist
7705	-31.37	cp	BRD-K22009844	phenprobamate	Muscle relaxant
7706	-31.38	cp	BRD-K34098590	tienilic-acid	Sodium/potassium/chloride transporter inhibitor
7707	-31.42	cp	BRD-A95096829	PNU-96415E	Dopamine receptor antagonist
7708	-31.42	cp	BRD-K74763371	bosentan	Endothelin receptor antagonist
7710	-31.59	cp	BRD-A16332958	modafinil	Adrenergic receptor agonist
7712	-31.8	cp	BRD-K74733595	APHA-compound-8	HDAC inhibitor
7722	-32.3	cp	BRD-A65767837	hydrocortisone	Glucocorticoid receptor agonist
7724	-32.34	cp	BRD-A14985772	ascorbyl-palmitate	antioxidant
7725	-32.35	cp	BRD-K23192422	lestaurtinib	FLT3 inhibitor
7729	-32.68	cp	BRD-A77050075	heraclenol	Vitamin K antagonist
7730	-32.72	cp	BRD-K97118047	4,5,6,7-tetrabromobenzotriazole	Casein kinase inhibitor
7732	-32.74	cp	BRD-K31283835	tofacitinib	JAK inhibitor
7738	-32.87	cp	BRD-A23683907	NAS-181	Serotonin receptor antagonist
7743	-33.03	cp	BRD-A75479906	rimantadine	Antiviral
7745	-33.09	cp	BRD-K41868777	W-5	Calmodulin antagonist
7747	-33.2	cp	BRD-A37492983	iocetamic-acid	Radiopaque medium
7753	-33.51	cp	BRD-A32349859	methyl-angolensate	Apoptosis inhibitor
7757	-33.79	cp	BRD-M40783228	mesna	Antioxidant
7758	-33.85	cp	BRD-K79404599	enzastaurin	PKC inhibitor
7759	-33.89	cp	BRD-A63043573	cabergoline	Dopamine receptor agonist
7762	-34.11	cp	BRD-K68095457	palmitoylethanolamide	Cannabinoid receptor agonist
7763	-34.13	cp	BRD-K09991945	GSK-3-inhibitor-II	PKC inhibitor
7768	-34.22	cp	BRD-K69032158	diprotin-a	Dipeptidyl peptidase inhibitor
7775	-34.49	cp	BRD-K62374253	rufloxacin	Bacterial DNA gyrase inhibitor
7776	-34.5	cp	BRD-K73589401	corticosterone	mineralocorticoid receptor agonist
7778	-34.55	cp	BRD-K74501079	azithromycin	Bacterial 50S ribosomal subunit inhibitor
7782	-34.9	cp	BRD-K73391359	quinisocaine	Local anesthetic
7785	-34.96	cp	BRD-K93918653	quizartinib	FLT3 inhibitor
7786	-34.97	cp	BRD-K33396764	alpha-linolenic-acid	Omega 3 fatty acid stimulant
7787	-35.03	cp	BRD-K96527333	dehydroisoandosterone	GABA receptor modulator
7788	-35.03	cp	BRD-K28075147	biochanin-a	Estrogen receptor agonist
7790	-35.11	cp	BRD-A16478930	amcinonide	Glucocorticoid receptor agonist
7793	-35.27	cp	BRD-K43736954	cortisone	Glucocorticoid receptor agonist
7794	-35.28	cp	BRD-K21520694	sulfacetamide	PABA antagonist
7796	-35.44	cp	BRD-K67847053	guanabenz	Adrenergic receptor agonist
7797	-35.46	cp	BRD-A01643550	prednisolone	Glucocorticoid receptor agonist
7801	-35.56	cp	BRD-K81209159	herniarin	Acetylcholinesterase inhibitor
7804	-35.89	cp	BRD-A92826379	lupanine	Sodium channel blocker
7806	-36.1	cp	BRD-K87932577	CDK1-5-inhibitor	CDK inhibitor
7807	-36.15	cp	BRD-K64245000	GW-4064	FXR agonist
7808	-36.2	cp	BRD-K64785675	TG100-115	-666
7809	-36.23	cp	BRD-K03384561	roquinimex	Angiogenesis inhibitor
7810	-36.23	cp	BRD-A39390670	rabeprazole	ATPase inhibitor
7811	-36.27	cp	BRD-K13927029	retinol	Retinoid receptor ligand
7813	-36.33	cp	BRD-K51541829	RO-25-6981	Ionotropic glutamate receptor antagonist
7814	-36.35	cp	BRD-K09631521	thiotepa	Cytochrome P450 inhibitor
7815	-36.45	cp	BRD-A25067867	benzatropine	Acetylcholine receptor antagonist
7817	-36.48	cp	BRD-A39646320	HC-toxin	HDAC inhibitor
7818	-36.53	cp	BRD-A18620900	estriol	Estrogen receptor agonist
7825	-36.76	cp	BRD-A11702965	chromomycin-a3	DNA binding agent
7831	-36.97	cp	BRD-K66782112	BRD-K66782112	Histamine receptor antagonist
7832	-36.98	cp	BRD-K82091397	SB-239063	p38 MAPK inhibitor
7836	-37.2	cp	BRD-K93325701	damnacanthal	SRC inhibitor
7838	-37.5	cp	BRD-K64157027	ZD-2079	Adrenergic receptor agonist
7842	-37.64	cp	BRD-K30677119	PP-30	RAF inhibitor
7844	-37.72	cp	BRD-K00673382	famotidine	Histamine receptor antagonist
7845	-37.79	cp	BRD-K78084463	W-12	Calmodulin antagonist
7847	-38.09	cp	BRD-K20338176	cefaclor	Bacterial cell wall synthesis inhibitor
7848	-38.11	cp	BRD-K48935217	epothilone	Microtubule inhibitor
7855	-38.52	cp	BRD-A31801025	formestane	Aromatase inhibitor
7856	-38.54	cp	BRD-K32710582	EI-247	IGF-1 inhibitor
7857	-38.54	cp	BRD-A22143024	estropipate	Estrogen receptor agonist
7859	-38.73	cp	BRD-K54316499	tolterodine	Acetylcholine receptor antagonist
7865	-39.21	cp	BRD-K75478907	GS-39783	GABA receptor modulator
7867	-39.23	cp	BRD-K26863634	BIX-01338	Histone lysine methyltransferase inhibitor
7868	-39.24	cp	BRD-K53570330	carbofuran	Cholinesterase inhibitor
7873	-39.54	cp	BRD-K96809896	SKF-86002	p38 MAPK inhibitor
7874	-39.56	cp	BRD-K00206590	P-1075	ATP channel activator
7875	-39.57	cp	BRD-A25687296	emetine	Protein synthesis inhibitor
7876	-39.59	cp	BRD-K63343048	orlistat	Lipase inhibitor
7884	-40.02	cp	BRD-A39255369	DCPIB	Chloride channel blocker
7897	-40.71	cp	BRD-A62057054	MDL-11939	Serotonin receptor antagonist
7900	-40.78	cp	BRD-K96037667	norethindrone	Progesterone receptor agonist
7901	-40.8	cp	BRD-K85030058	benactyzine	Acetylcholine receptor antagonist
7906	-41.03	cp	BRD-K77677632	SB-200646	Serotonin receptor antagonist
7907	-41.09	cp	BRD-K16621777	enobosarm	Androgen receptor modulator
7911	-41.25	cp	BRD-A59215453	lobelanidine	Acetylcholine receptor antagonist
7914	-41.38	cp	BRD-K98157055	SIB-1757	Glutamate receptor antagonist
7918	-41.68	cp	BRD-A68589262	troxipide	Glucosamine synthetase stimulant
7922	-41.88	cp	BRD-A96485169	EBPC	Aldose reductase inhibitor
7924	-41.94	cp	BRD-K86873305	piperacillin	Bacterial cell wall synthesis inhibitor
7926	-42.14	cp	BRD-K12516989	zaprinast	Phosphodiesterase inhibitor
7928	-42.21	cp	BRD-A62890442	3-methyl-GABA	GABA aminotransferase activator
7929	-42.22	cp	BRD-K12502280	TG-101348	FLT3 inhibitor
7931	-42.3	cp	BRD-K15842202	eudesmic-acid	-666
7932	-42.33	cp	BRD-A87606379	nadolol	Adrenergic receptor antagonist
7933	-42.35	cp	BRD-A44008656	doxylamine	Histamine receptor antagonist
7937	-42.54	cp	BRD-A41145729	methoprene-acid	Retinoid receptor agonist
7939	-42.68	cp	BRD-K51575138	TPCA-1	IKK inhibitor
7942	-43.01	cp	BRD-K17743125	belinostat	HDAC inhibitor
7945	-43.1	cp	BRD-K02130563	panobinostat	HDAC inhibitor
7947	-43.15	cp	BRD-K91442916	CAM-9-026	Membrane metalloendopeptidase inhibitor
7952	-43.57	cp	BRD-K28912512	nicotinamide	Protein synthesis stimulant
7953	-43.58	cp	BRD-K28667793	pyrazinamide	Fatty acid synthase inhibitor
7955	-43.82	cp	BRD-A11605036	thiocolchicoside	GABA receptor antagonist
7956	-43.92	cp	BRD-K67445247	flurofamide	Urease inhibitor
7957	-43.95	cp	BRD-K08640512	RS-100329	Adrenergic receptor antagonist
7958	-43.97	cp	BRD-K99063460	didanosine	Nucleoside reverse transcriptase inhibitor
7960	-44.04	cp	BRD-K05737787	isoeugenol	Nitric oxide production inhibitor
7963	-44.2	cp	BRD-A84702196	penicillin	Bacterial cell wall synthesis inhibitor
7964	-44.2	cp	BRD-K01663662	diphenidol	Acetylcholine receptor agonist
7970	-44.29	cp	BRD-K87510569	RS-504393	CC chemokine receptor antagonist
7971	-44.29	cp	BRD-A18917088	estradiol	Contraceptive agent
7972	-44.35	cp	BRD-K02607075	tubocurarine	Acetylcholine receptor antagonist
7973	-44.44	cp	BRD-K30197592	5-methoxytryptamine	Serotonin receptor agonist
7977	-44.54	cp	BRD-K32755366	reserpic-acid	Norepinephrine transporter inhibitor
7981	-44.73	cp	BRD-K54529596	captopril	ACE inhibitor
7984	-44.94	cp	BRD-K32977963	eugenol	Androgen receptor antagonist
7985	-45.03	cp	BRD-A17535965	gelsemine	Acetylcholine receptor antagonist
7988	-45.22	cp	BRD-A83855350	naltrexone	Opioid receptor antagonist
7991	-45.39	cp	BRD-K85985071	ellipticine	Topoisomerase inhibitor
7994	-45.4	cp	BRD-K89687904	PKCbeta-inhibitor	PKC inhibitor
7996	-45.55	cp	BRD-A01145011	zebularine	DNA methyltransferase inhibitor
7998	-45.66	cp	BRD-K62353524	DY-131	Estrogen receptor agonist
8001	-45.86	cp	BRD-K67277431	picotamide	Thromboxane receptor antagonist
8002	-45.92	cp	BRD-K56334280	amonafide	Topoisomerase inhibitor
8010	-46.25	cp	BRD-K46742498	alosetron	Serotonin receptor antagonist
8014	-46.69	cp	BRD-K36864847	BD-1047	Adrenergic receptor antagonist
8018	-46.97	cp	BRD-K37792168	denbufylline	Phosphodiesterase inhibitor
8019	-46.97	cp	BRD-K62056274	quipazine	Serotonin receptor agonist
8020	-47	cp	BRD-K19462402	buflomedil	Adrenergic receptor antagonist
8022	-47.14	cp	BRD-K64310881	MW-STK33-3B	Potassium channel activator
8023	-47.17	cp	BRD-A37817666	picrotoxin	GABA receptor antagonist
8025	-47.24	cp	BRD-K14696368	9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	NFkB pathway inhibitor
8026	-47.33	cp	BRD-K14643723	4-(2-Amino-ethyl)-benzenesulfonamide	carbonic anhydrase inhibitor
8031	-47.57	cp	BRD-K67506692	tyrphostin-AG-126	ERK1 and ERK2 phosphorylation inhibitor
8035	-47.68	cp	BRD-K31471398	dihydrexidine	Dopamine receptor agonist
8038	-47.91	cp	BRD-K56509348	BMS-182874	Endothelin receptor antagonist
8040	-48.16	cp	BRD-A66927094	nemonapride	Dopamine receptor antagonist
8041	-48.17	cp	BRD-K23566484	nilutamide	Androgen receptor antagonist
8042	-48.28	cp	BRD-K09436313	prostaglandin	Prostanoid receptor antagonist
8044	-48.37	cp	BRD-K08206212	entecavir	Reverse transcriptase inhibitor
8045	-48.41	cp	BRD-K18619710	digoxigenin	Steroid
8051	-48.65	cp	BRD-K32828673	chelidonine	Tubulin inhibitor
8053	-48.68	cp	BRD-A35338386	NECA	Adenosine receptor agonist
8057	-49.09	cp	BRD-K56957086	dacinostat	HDAC inhibitor
8058	-49.35	cp	BRD-A19053259	pseudopelletierine	Anthelmintic
8063	-49.71	cp	BRD-K04877770	FTase-inhibitor-B581	Farnesyltransferase inhibitor
8070	-50.42	cp	BRD-A88254928	salbutamol	Adrenergic receptor agonist
8072	-50.53	cp	BRD-K49671696	ketanserin	Serotonin receptor antagonist
8073	-50.58	cp	BRD-K51805276	temefos	Cholinesterase inhibitor
8076	-50.92	cp	BRD-K62310379	fluticasone	Glucocorticoid receptor agonist
8077	-50.96	cp	BRD-A02713983	dihydrodeoxygedunin	Growth factor receptor activator
8078	-51.06	cp	BRD-A87479750	tenidap	Cyclooxygenase inhibitor
8081	-51.11	cp	BRD-A02710418	meptazinol	Opioid receptor agonist
8084	-51.33	cp	BRD-K98684188	GSK-0660	PPAR receptor antagonist
8086	-51.66	cp	BRD-K89046952	ciclacillin	Bacterial cell wall synthesis inhibitor
8087	-51.71	cp	BRD-A92670106	tocainide	Sodium channel blocker
8096	-52.17	cp	BRD-K10852020	tolcapone	Catechol O methyltransferase inhibitor
8099	-52.3	cp	BRD-K82577285	dipropyl-dopamine	Dopamine receptor agonist
8103	-52.68	cp	BRD-K63430059	methoxsalen	DNA synthesis inhibitor
8105	-52.77	cp	BRD-K91733562	secoisolariciresinol	Antioxidant
8108	-52.85	cp	BRD-K85925969	zalcitabine	Nucleoside reverse transcriptase inhibitor
8113	-53.53	cp	BRD-A39969961	eplerenone	Cytochrome P450 inhibitor
8123	-54.06	cp	BRD-A65282128	cefazolin	Bacterial cell wall synthesis inhibitor
8124	-54.1	cp	BRD-K63945320	dihydrosamidin	Phospholipase inhibitor
8131	-54.69	cp	BRD-A47494775	dipivefrine	Adrenergic receptor agonist
8133	-54.84	cp	BRD-A92161634	scopoline	Acetylcholine receptor antagonist
8144	-55.54	cp	BRD-A24228527	ofloxacin	Bacterial DNA gyrase inhibitor
8145	-55.59	cp	BRD-A38747044	KU-14R	Imidazoline receptor ligand
8154	-56.16	cp	BRD-K66206289	lobeline	Acetylcholine receptor antagonist
8155	-56.46	cp	BRD-K96670504	lonidamine	Glucokinase inhibitor
8157	-56.52	cp	BRD-A83937277	mephenytoin	Hydantoin antiepileptic
8170	-57.12	cp	BRD-K57011718	UK-356618	Metalloproteinase inhibitor
8173	-57.35	cp	BRD-A39747742	estradiol-valerate	Estrogen receptor agonist
8177	-57.52	cp	BRD-K29173907	isoflupredone	Glucocorticoid receptor agonist
8178	-57.57	cp	BRD-K08115555	tyrphostin-AG-1288	TNF production inhibitor
8201	-59.4	cp	BRD-A81866333	CGS-21680	Adenosine receptor agonist
8204	-59.48	cp	BRD-K06147391	telenzepine	Acetylcholine receptor antagonist
8206	-59.55	cp	BRD-K35377380	I-OMe-AG-538	IGF-1 inhibitor
8207	-59.57	cp	BRD-K14791739	fluticasone	Glucocorticoid receptor agonist
8211	-59.74	cp	BRD-A48237631	mitomycin-c	DNA alkylating agent
8213	-59.82	cp	BRD-K15868788	SDZ-205-557	Serotonin receptor antagonist
8215	-59.85	cp	BRD-K46678324	RHO-kinase-inhibitor-II	Rho associated kinase inhibitor
8217	-59.91	cp	BRD-K55420858	mirin	MRE11A exonuclease inhibitor
8219	-60	cp	BRD-K68202742	trichostatin-a	HDAC inhibitor
8223	-60.38	cp	BRD-A37347161	BRL-52537	Opioid receptor agonist
8224	-60.38	cp	BRD-A23072235	pheniramine	Histamine receptor antagonist
8230	-60.66	cp	BRD-K11853856	PJ-34	PARP inhibitor
8232	-61.05	cp	BRD-A30815329	felodipine	Calcium channel blocker
8236	-61.46	cp	BRD-K98490050	amsacrine	Topoisomerase inhibitor
8238	-61.51	cp	BRD-K97056771	HY-11007	BCR-ABL kinase inhibitor
8240	-61.57	cp	BRD-A09539288	homatropine	Acetylcholine receptor antagonist
8241	-61.61	cp	BRD-A56012032	thiorphan	Membrane metalloendopeptidase inhibitor
8243	-61.76	cp	BRD-K91904471	SD-169	p38 MAPK inhibitor
8244	-61.79	cp	BRD-K29582115	ziprasidone	Dopamine receptor antagonist
8245	-61.87	cp	BRD-A79237180	ascorbic-acid	Antioxidant
8251	-62.34	cp	BRD-K24576554	AT-9283	JAK inhibitor
8252	-62.34	cp	BRD-K50495309	SRC-kinase-inhibitor-I	SRC inhibitor
8260	-63.04	cp	BRD-K16277217	piperacetazine	Dopamine receptor antagonist
8266	-63.61	cp	BRD-K56064827	EI-273	PKC inhibitor
8275	-64.58	cp	BRD-K11663430	pyroxamide	HDAC inhibitor
8277	-64.77	cp	BRD-K46937689	phenazone	Cyclooxygenase inhibitor
8278	-64.88	cp	BRD-K81418486	vorinostat	HDAC inhibitor
8279	-65	cp	BRD-K13664374	dichloroacetic-acid	Pyruvate dehydrogenase kinase inhibitor
8285	-65.71	cp	BRD-A94709349	metaxalone	Muscle relaxant
8290	-66.34	cp	BRD-K70778732	trazodone	Adrenergic receptor antagonist
8298	-67.53	cp	BRD-K53318339	vinpocetine	Phosphodiesterase inhibitor
8299	-67.63	cp	BRD-A53576514	orphenadrine	Acetylcholine receptor antagonist
8305	-67.95	cp	BRD-A04553218	chlorphenamine	Histamine receptor antagonist
8306	-67.97	cp	BRD-K50384076	7,4'-dihydroxyflavone	Opioid receptor antagonist
8308	-68.09	cp	BRD-A74500471	ethambutol	Bacterial cell wall synthesis inhibitor
8322	-69.2	cp	BRD-K27141178	SB-203186	Serotonin receptor antagonist
8326	-69.51	cp	BRD-A00100033	nifurtimox	DNA inhibitor
8337	-70.65	cp	BRD-A39415247	norethisterone	Progesterone receptor agonist
8342	-71.29	cp	BRD-K18574842	nafcillin	Bacterial cell wall synthesis inhibitor
8344	-71.4	cp	BRD-A06390036	hydroquinidine	Antiarrhythmic
8345	-71.46	cp	BRD-A07395371	esmolol	Adrenergic receptor antagonist
8346	-71.7	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
8350	-72.49	cp	BRD-A26002865	verrucarin-a	Protein synthesis inhibitor
8351	-72.51	cp	BRD-K64606589	apicidin	HDAC inhibitor
8358	-72.91	cp	BRD-A43849199	karakoline	Phytotoxin
8359	-72.94	cp	BRD-A61856038	tremulacin	Lipoxygenase inhibitor
8361	-73.38	cp	BRD-K25186396	tangeritin	Cell cycle inhibitor
8362	-73.43	cp	BRD-K62982419	cilomilast	Phosphodiesterase inhibitor
8367	-73.69	cp	BRD-K43405658	tyrphostin-AG-527	Protein tyrosine kinase inhibitor
8370	-74.56	cp	BRD-K77695569	tiabendazole	Angiogenesis inhibitor
8383	-75.57	cp	BRD-K66019333	oxantel	Anthelmintic
8384	-75.79	cp	BRD-K88560311	rucaparib	PARP inhibitor
8391	-76.59	cp	BRD-K28863208	PNU-282987	Cholinergic receptor agonist
8395	-76.81	cp	BRD-K69840642	ISOX	HDAC inhibitor
8396	-76.96	cp	BRD-K06878038	deferiprone	Chelating agent
8397	-77.07	cp	BRD-A49906757	scopolamine	Acetylcholine receptor antagonist
8398	-77.31	cp	BRD-A28746609	paclitaxel	Tubulin inhibitor
8399	-77.39	cp	BRD-K22385716	LY-303511	Casein kinase inhibitor
8407	-78.15	cp	BRD-K76698671	HNHA	HDAC inhibitor
8411	-78.39	cp	BRD-A10903566	imiloxan	Adrenergic receptor antagonist
8424	-79.42	cp	BRD-K26134695	calpeptin	Calpain inhibitor
8428	-80.1	cp	BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	Rho associated kinase inhibitor
8431	-80.43	cp	BRD-K31987754	oleylethanolamide	Cannabinoid receptor agonist
8432	-80.49	cp	BRD-K13642330	cosmosiin	Cytochrome P450 inhibitor
8440	-81.1	cp	BRD-K89055274	alverine	Muscle relaxant
8441	-81.34	cp	BRD-A09495397	bicuculline	GABA receptor antagonist
8442	-81.75	cp	BRD-K01493881	apigenin	Casein kinase inhibitor
8444	-82.21	cp	BRD-A41301928	bongkrek-acid	Mitochondrial ADP, ATP translocase inhibitor
8446	-82.75	cp	BRD-K54142781	cirazoline	Adrenergic receptor agonist
8447	-82.8	cp	BRD-K64451768	GANT-58	GLI antagonist
8467	-85.3	cp	BRD-A15034104	bergenin	Interleukin inhibitor
8471	-85.72	cp	BRD-K76568384	PHTPP	Estrogen receptor antagonist
8473	-86.07	cp	BRD-A41304429	practolol	Adrenergic receptor antagonist
8479	-87.5	cp	BRD-K73978287	hydrocortisone	Glucocorticoid receptor agonist
8491	-89.64	cp	BRD-K90864987	cobalt(II)-chloride	HSP inducer
8516	-93.43	cp	BRD-A74904029	EI-231	Casein kinase inhibitor
8524	-95.35	cp	BRD-A32161980	carbetocin	Oxytocin receptor agonist
8526	-95.7	cp	BRD-A18202423	CPCCOEt	Glutamate receptor antagonist
8528	-95.84	cp	BRD-A23290232	westcort	Glucocorticoid receptor agonist
8533	-96.55	cp	BRD-K87142802	veliparib	PARP inhibitor
8536	-97.04	cp	BRD-A41722204	sulmazole	Adenosine receptor antagonist
8550	-99.04	cp	BRD-A43082555	loxoprofen	Cyclooxygenase inhibitor
